spørsmål,svar,kommunenavn
Hva er hovedhensikten med planen som beskrives i konteksten?,Hovedhensikten med planen er å være til støtte i vurderinger av søknader om dispensasjon eller forslag til endring av planen.,Ostre_toten
Hvilke funksjons- og kvalitetskrav gjelder for hele planområdet ifølge fellesbestemmelsene?,"Funksjons- og kvalitetskravene som gjelder for hele planområdet inkluderer universell utforming, estetisk utforming, terrengbehandling og overvannshåndtering.",Ostre_toten
Hva er noen eksempler på fellesbestemmelser som kan gjelde for hele planområdet ifølge den gitte konteksten?,"Noen eksempler på fellesbestemmelser som kan gjelde for hele planområdet inkluderer funksjons- og kvalitetskrav som universell utforming, estetisk utforming, terrengbehandling og overvannshåndtering, samt verneverdier knyttet til kulturmiljø og naturmangfold.",Ostre_toten
Hvilke temaer er inkludert i punkt 2.5-2.9 i reguleringsplanen for <navn på planen>?,"Samfunnssikkerhet, vannbåren varme og fjernvarme, krav om undersøkelser før/ved gjennomføring av planen, tekniske anlegg, og uteoppholdsareal.",Ostre_toten
Hva er formålet med å kreve detaljregulering for bestemte felt i planområdet i henhold til §12-7 nr. 11?,Formålet med å kreve detaljregulering for bestemte felt er å gi retningslinjer og føringer for hvordan disse områdene skal utvikles utover fellesbestemmelsene som er gitt for hele planområdet.,Ostre_toten
Hvilke bestemmelser kan omfatte fellesbestemmelser for bebyggelse og anlegg i feltene nevnt i dokumentet?,"Bestemmelser som gjelder særskilt for alle områder for bebyggelse og anlegg, eksempelvis grad av utnytting og funksjons- og kvalitetskrav.",Ostre_toten
Hvilke dokumentasjonskrav og særskilte underlag kreves til byggesaksbehandlingen i henhold til § 12-7 nr. 12?,"Dokumentasjonskravene inkluderer blant annet krav til takplan, landskapsplan/utomhusplan, kvalitetsprogram for miljø og energi, plan for overvannshåndtering, og marksikringsplan.",Ostre_toten
Hva er noen av funksjons- og kvalitetskravene som gjelder for byggeområdene nevnt i dokumentet?,"Noen av funksjons- og kvalitetskravene inkluderer adkomst, tilgjengelighet, hensyn til eksisterende vegetasjon og terreng, samt boligkvalitet med fokus på tetthet, antall og boligsammensetning/størrelse.",Ostre_toten
Hvilke juridiske linjer kan være relevante i forbindelse med byggegrenser og miljøkvalitet i dette byggeområdet?,"Eksempler på juridiske linjer som kan være relevante er støyskjerm, støttemur og sikringsgjerde.",Ostre_toten
Hva er formålet med fellesbestemmelsene for samferdselsanlegg og teknisk infrastruktur i dokumentet?,Formålet med fellesbestemmelsene er å regulere krav til opparbeidingen av samferdselsanlegg og teknisk infrastruktur i områdene.,Ostre_toten
Hva er formålet med stigningsforhold og krav til type dekke i henhold til funksjons- og kvalitetskravene i dokumentet?,"Formålet med stigningsforhold og krav til type dekke er å sikre at veiene er trygge og funksjonelle for trafikanter, samt å opprettholde kvaliteten på veidekket for å redusere behovet for hyppig vedlikehold.",Ostre_toten
Hva kan fellesbestemmelsene for grønnstruktur omfatte ifølge den gitte konteksten?,"Fellesbestemmelsene for grønnstruktur kan eksempelvis omfatte utforming, arealbruk, krav og vilkår til opparbeiding, funksjons- og kvalitetskrav, dokumentasjonskrav som krav om landskapsplan, samt bestemmelser som gjelder for Forsvaret.",Ostre_toten
Hva er noen eksempler på fellesbestemmelser for forsvarsområder som kan omfatte lokalisering og utforming av bygg og anlegg?,"Noen eksempler på fellesbestemmelser for forsvarsområder kan omfatte arealbruk, unntak fra søknadsplikt etter plan- og bygningsloven, vilkår for bruk av arealer og anlegg, samt funksjons- og kvalitetskrav.",Ostre_toten
"Hva kan fellesbestemmelsene for landbruks-, natur- og friluftsområder samt reindrift områder omfatte?",Fellesbestemmelsene kan eksempelvis omfatte vilkår for bruk av arealer og retningslinjer for særlige drifts- og skjøtselstiltak.,Ostre_toten
Hva er noen eksempler på bestemmelser som kan gjelde for enkelte felt innenfor arealformål?,"Noen eksempler på bestemmelser som kan gjelde for enkelte felt innenfor arealformål inkluderer lokalisering og utforming av bebyggelse og anlegg til landbruk og reindrift, nydyrking, samt bestemmelser om arealbruk, plassering, grad av utnytting og vilkår for bebyggelse i områder for spredt utbygging av boliger, fritidsboliger og næringsvirksomhet innenfor LNFR-formål.",Ostre_toten
Hvilke typer bestemmelser kan omfatte fellesbestemmelser for bruk og vern av sjø og vassdrag i reguleringsplanen?,"Fellesbestemmelser for bruk og vern av sjø og vassdrag kan omfatte utforming og vilkår for bruk av arealer, retningslinjer for særlige drifts- og skjøtselstiltak, samt kombinerte hovedformål.",Ostre_toten
"Hva er formålet med bestemmelsene til hensynssonene i planen, ifølge konteksten?","Formålet med bestemmelsene til hensynssonene i planen er å gi nødvendige bestemmelser slik at hensynssonene får rettslig innhold, samt å ivareta sikkerhet, avverge fare og spesifisere løsninger for infrastruktur.",Ostre_toten
"Hva er formålet med å angir hensyn og/eller følger opp vedtatte sektorplaner i forbindelse med særlige hensyn til landbruk, reindrift, friluftsliv, grønnstruktur, landskap eller bevaring av naturmiljø eller kulturmiljø?","Formålet er å ta hensyn til og følge opp vedtatte sektorplaner for å tilrettelegge for eller begrense ferdsel, samt for bruk og vern av områdene.",Ostre_toten
Hva er formålet med kravet om felles planlegging i henhold til § 11-8 e i dokumentet?,"Formålet med kravet om felles planlegging er at området skal planlegges samlet, noe som kun er aktuelt i områderegulering.",Ostre_toten
Hva er formålet med bestemmelsene og retningslinjene som er nevnt i dokumentet?,Formålet med bestemmelsene og retningslinjene er å regulere et avgrenset område innenfor et eller på tvers av flere arealformål i henhold til §12-7 nr 1-14.,Ostre_toten
Hva er formålet med rekkefølgebestemmelsene som nevnes i dokumentet?,Formålet med rekkefølgebestemmelsene er å regulere hvilke utbyggingsområder som skal bygges ut i hvilken rekkefølge. Dette kan for eksempel gjøres ved å bruke en matrise for å angi rekkefølgebestemmelsene for ulike felt i omfattende planer.,Ostre_toten
Hva er formålet med å bruke en matrise i planleggingen av omfattende planer?,"Formålet med å bruke en matrise er å angi hvilke rekkefølgebestemmelser som gjelder for hvilke felt, for å gi god oversikt over rekkefølgebestemmelser i planene.",Ostre_toten
Hvilken periode gjelder kommuneplanens arealdel for Lier kommune 2019-2028?,Kommuneplanens arealdel for Lier kommune gjelder for perioden 2019-2028.,Lier
Hvilken regel gjelder dersom det oppstår motstrid mellom tidligere vedtatte regulerings- og bebyggelsesplaner og kommuneplanens arealdel med bestemmelser?,"Tidligere vedtatte regulerings- og bebyggelsesplaner med bestemmelser går ved motstrid foran kommuneplanens arealdel med bestemmelser, med unntak som framgår av annet ledd og enkeltbestemmelsene i kommuneplanens arealdel.",Lier
Hvilken bebyggelsesplan har vedtaksår 1987 og PlanID 504-909-06-04?,"Bebyggelsesplan for Gilhus, felt I1.",Lier
"Hva er PlanID for bebyggelsesplanen for Gilhus, felt I1?","PlanID for bebyggelsesplanen for Gilhus, felt I1, er 504-909-06-04.",Lier
"Hvilket vedtaksår ble Grette godkjent, og hva er PlanID-en for området?","Grette ble godkjent i 1959, og PlanID-en er 504.902.21.",Lier
Hvilket år ble Grette vedtatt som en del av planen?,Grette ble vedtatt som en del av planen i 1959.,Lier
Hvilket vedtaksår ble Landbruksregulering for Høvik - Stoppen vedtatt?,Landbruksregulering for Høvik - Stoppen ble vedtatt i 1981.,Lier
Hva var vedtaksåret for reguleringen av Lier stadion?,Vedtaksåret for reguleringen av Lier stadion var 1966.,Lier
Hva er vedtaksåret for Lier stadion i planen med PlanID 504.901.15?,Vedtaksåret for Lier stadion er 1966.,Lier
Hva er PlanID for Torstad barnehage på Egge?,PlanID for Torstad barnehage på Egge er 504-903-14-01.,Lier
Hva er definisjonen på enebolig med sekundærleilighet ifølge konteksten?,"En enebolig med sekundærleilighet er en frittliggende bygning som er beregnet på en husstand, men som også inneholder en del som kan benyttes som en selvstendig enhet med alle nødvendige romfunksjoner.",Lier
Hva er definisjonen av en tomannsbolig ifølge konteksten?,"En tomannsbolig er en frittliggende bygning beregnet for to husstander, med to tilnærmet like store og likeverdige boenheter.",Lier
Hva er definisjonen av småhus i henhold til plan- og bygningsloven?,Småhus er en fellesbetegnelse på frittliggende og sammenbygde bolighus med inntil tre målbare plan der bygningens høyde faller innenfor høydene som er angitt i plan- og bygningslovens § 29-4.,Lier
"Hva defineres som ""kjøpesenter"" i den gitte konteksten?","""Detaljhandel i bygningsmessige enheter og bygningskomplekser som etableres, drives eller framstår som en enhet samt utsalg som krever kunde- eller medlemskort for å få adgang.""",Lier
Hva er definisjonen av en bygning med støyfølsom bruk ifølge konteksten?,"En bygning med støyfølsom bruk inkluderer bolig, skole, barnehage, helseinstitusjon, fritidsbolig, kirke, bygninger med religiøs karakter, kulturbygg og andre bygninger med tilsvarende bruksformål.",Lier
"Hva er definisjonen av ""Lierbyen"" i konteksten som er gitt?",Lierbyen er et område avsatt til sentrumsformål i kommuneplanens arealdel.,Lier
"Hva gjelder Del 2 av § 2-1 i dokumentet for, ifølge kontekstinformasjonen?","Del 2 gjelder for samtlige områder innenfor kommuneplanens arealdel, uavhengig av planformål.",Lier
Hva er maksimalt tillatt utnyttelsesgrad på boligeiendommer i henhold til bestemmelsen nevnt i konteksten?,Maksimalt tillatt utnyttelsesgrad på boligeiendommer er 25% - BYA (prosent bebygd areal).,Lier
Hva er maksimal gesimshøyde og mønehøyde for bolighus på boligeiendommer i henhold til reglene nevnt i teksten?,"Maksimal gesimshøyde for bolighus på boligeiendommer er 8,0 meter, mens maksimal mønehøyde er 9,0 meter.",Lier
"Hva er forskjellen mellom hvordan høyden reguleres i planer hvor etasjebestemmelsen gjelder, sammenlignet med planer hvor både etasjeantall og gesims-/mønehøyde regulerer høyden?","I planer hvor etasjebestemmelsen gjelder, reguleres høyden kun med etasjeantall. I planer hvor både etasjeantall og gesims-/mønehøyde regulerer høyden, skal etasjebestemmelsen ikke legges til grunn for høydefastsettelsen, og maksimale byggehøyder bestemmes kun av de fastsatte gesims- og mønehøydene i regulerings-/bebyggelsesplanen.",Lier
"Hva er begrensningen for maksimal mønehøyde når det gjelder oppføring av pulttak i området, ifølge den gitte informasjonen?",Øverste gesims kan være opptil maksimal mønehøyde for området.,Lier
Hva er kravet til antall parkeringsplasser for bil for boliger i Lierbyen i henhold til § 3-3 i dokumentet?,Kravet til antall parkeringsplasser for bil for boliger i Lierbyen er angitt i tabellen i dokumentet.,Lier
"Hva er den minste antall boenheter som kreves for en ""Enebolig med BRA over 70 m2"" ifølge konteksten?",Minimum 2 boenheter.,Lier
"Hva er kravet til antall tilgjengelige besøksparkeringer i parkeringsanlegg i Lier, med unntak av Lierbyen?","Minimum 20 % av parkeringsplassene (minst 1 plass) skal være tilgjengelig som besøksparkering på terreng eller i åpent parkeringsanlegg, med unntak av Lierbyen.",Lier
Hva er kravet for antall parkeringsplasser som må tilpasses forflytningshemmede ved felles parkeringsanlegg ifølge konteksten?,Minimum 5 % av parkeringsplassene (minst 1) må være tilpasset forflytningshemmede.,Lier
Hva er kravet til antall parkeringsplasser for kontorlokaler i Lierbyen i henhold til reglene angitt i dokumentet?,Minst 1 parkeringsplass per 100 m2 bruttoareal (BRA) for kontorlokaler i Lierbyen.,Lier
Hvor mange ansatte kreves det minst for en barnehage ifølge konteksten?,Minst 1 ansatt.,Lier
Hva skal det stilles krav om i reguleringsplanen når det gjelder parkeringsanlegg i det planlagte utbyggingsområdet?,Det skal stilles krav om at det tilrettelegges for ladestasjon for el-bil for felles parkeringsanlegg.,Lier
Hva er kravet til antall oppstillingsplasser for sykler for en enebolig eller tomannsbolig i Lierbyen?,Det er ikke krav til oppstillingsplasser for sykler for enebolig eller tomannsbolig verken i Lierbyen eller resten av kommunen.,Lier
Hva er det spesifikke kravet for antall gjesterom for hotell/overnatting i dokumentet?,"Antall gjesterom skal være 0,2.",Lier
Hva er kravet til gangavstanden fra bebyggelsen til sykkelparkeringen i henhold til retningslinjene?,Gangavstanden fra bebyggelsen til sykkelparkeringen skal være kortere enn avstanden mellom bebyggelsen og parkeringsanlegget for bil. Alternativt kan sykkelparkeringen plasseres ved bygningens hovedinngang.,Lier
Hva er kravet for tyverisikker sykkelparkering for boliger med mer enn fire boenheter?,Boliger med mer enn fire boenheter skal ha tyverisikker sykkelparkering.,Lier
Hvilke bestemmelser regulerer estetiske hensyn i plan- og byggesaker ifølge konteksten?,Estetiske bestemmelser reguleres av PBL §§ 11-9 nr. 5 og 6 og 11-11 nr. 1.,Lier
Hva skal det legges avgjørende vekt på ved behandlingen av plan- og byggesaker i Lier?,"Det skal legges avgjørende vekt på bevaring av Liers grønne preg, med spesiell oppmerksomhet på å ivareta kulturlandskapet, de grønne åssidene utenom strekningen Gullaug – Nordal vest for markagrensa, åsprofiler og landskapssilhuetter.",Lier
Hvilke krav skal det stilles til estetiske tiltak ved planlegging og bygging av samferdselstiltak ifølge konteksten?,"Det skal stilles krav til og redegjøres for estetiske tiltak, inkludert påkrevde støydempende tiltak.",Lier
Hva er formålet med kravet til minste uteoppholdsareal for boliger i henhold til PBL § 11-9 nr. 5?,Formålet med kravet er å sikre at det minimum avsettes og opparbeides uteoppholdsareal for boliger på egen eiendom i samsvar med gitte retningslinjer og kvalitetskrav.,Lier
Hva er den maksimale bygningsarealet (BRA) for en sekundærleilighet til enebolig ifølge kontekstinformasjonen?,Den maksimale bygningsarealet (BRA) for en sekundærleilighet til enebolig er under 70 m2 ifølge kontekstinformasjonen.,Lier
Hva er det minimale kravet til sollys på uteoppholdsarealet ved vårjevndøgn ifølge § 3-8 i dokumentet?,Det skal være sollys på minst 25 % av arealet klokka 15.00 ved vårjevndøgn.,Lier
Hva er den maksimale tillatte støynivået i området i henhold til retningslinjene?,Støynivået skal ikke overstige Lden 55 dBA.,Lier
"Hva er kravet for fordelingen av fellesareal på terreng for uteoppholdsareal, med unntak for enebolig, tomannsbolig og tremannsbolig?",Minimum 50 % av kravet skal være fellesareal på terreng.,Lier
Hva er minimumskravet for sollys på lekeplasser ved vårjevndøgn ifølge PBL § 11-9 nr. 5?,Det skal være sollys på 25 % av arealet klokka 15.00 ved vårjevndøgn.,Lier
Hva er den maksimale tillatte støynivået på lekeplassene i henhold til retningslinjene gitt i dokumentet?,Støynivået skal ikke overstige Lden 55 dBA.,Lier
Hva er kravene for belysning og skjerming av lekeplasser i henhold til dokumentet?,"Lekeplasser skal være tilfredsstillende belyst og skjermes mot vei med vegetasjon, terrengmessige tiltak eller på andre hensiktsmessige måter.",Lier
Hva er viktig å ta hensyn til når det gjelder adkomst til lekeplassen ifølge retningslinjene?,"Lekeplassen skal ha trafikksikker adkomst og bør i tillegg tilrettelegges med atkomst langs sti i grøntdrag (snarvei), mellom boligarealene.",Lier
Hva er kravet for opparbeidelse av lekeplasser ved oppføring av fire eller flere boenheter i et utbyggingsområde?,"Lekeplasser skal opparbeides før det gis midlertidig brukstillatelse eller ferdigattest, og senest første sommer (i løpet av september) etter at midlertidig brukstillatelse er gitt for første bolig i området.",Lier
Hva er kravet til størrelsen på lekeplasser ved etablering av boliger med 11-20 boenheter ifølge tabellen i dokumentet?,Det skal opparbeides 2 * 150 m2 med sandlek og 1500 m2 med nærlek.,Lier
Hva er kravet til opparbeidelse av sandlekeplass ved oppføring av fire eller flere boenheter ifølge PBL § 11-9 nr. 5?,Ved oppføring av fire eller flere boenheter skal det opparbeides sandlekeplass beregnet for barn mellom 2 og 6 år.,Lier
Hva er maksimal tillatt avstand fra inngangen til boligene til sandlekeplassen i henhold til retningslinjene i dokumentet?,Maksimal tillatt avstand er 50 meter.,Lier
Hva er minimumsstørrelsen som lekeplassene skal være på i boligfeltet i henhold til informasjonen gitt?,Ingen av lekeplassene skal være mindre enn 100 m2.,Lier
Hva er formålet med å etablere lekeplassen ifølge konteksten?,"Formålet med å etablere lekeplassen er å legge til rette for variert aktivitet for barn på ulike nivåer, være en arena for barns lek alene eller i samhandling med andre, og tilrettelegge både for fysisk aktivitet og stillesittende aktivitet.",Lier
Hva er den maksimale tillatte avstanden for nærlekeplassen fra boligene i henhold til retningslinjene gitt i dokumentet?,Avstanden skal ikke være lengre enn 150 meter fra boligene.,Lier
Hva er kravet til etablering av strøkslekeplass i henhold til PBL § 11-9 nr. 5 når det gjelder antall boenheter?,Ved etablering av flere enn 150 boenheter skal det opparbeides strøkslekeplass.,Lier
Hva er formålet med etableringen av lekeplassen ifølge konteksten?,"Formålet med etableringen av lekeplassen er å legge til rette for variert aktivitet for større barn og ungdom på ulike nivåer, både for lek alene eller i samhandling med andre, og med steder tilrettelagt for både fysisk aktivitet og stillesittende aktivitet.",Lier
Hva er kravet til avstanden mellom strøkslekeplassen og boligene i henhold til reglene angitt i vedlegg 10?,Avstanden skal ikke være lengre enn 500 meter fra boligene.,Lier
Hva er kravet til bolignære rekreasjonsområder i nye boligområder i henhold til PBL § 11-9 nr. 5?,Nye boligområder skal innenfor en avstand på 500 meter ha tilgang til bolignære rekreasjonsområder på minimum 5 daa.,Lier
Hva er kravet angående forurensning og innsyn når det gjelder arealet i henhold til informasjonen gitt?,"Arealet skal ikke utsettes for forurensning som overskrider terskelverdier gitt ved forskrifter og veiledninger for forurensning. I tillegg skal det være sikret mot direkte innsyn, trafikk og annen helsefare.",Lier
Hva er kravene til belysning i området ifølge dokumentet?,Det skal være belysning ved inngangspartier og opparbeidete møteplasser.,Lier
Hvilke tiltak er det ikke tillatt langs vassdrag med årssikker vannføring i henhold til plan- og bygningsloven?,"Det er ikke tillatt med tiltak nevnt i plan- og bygningsloven § 20-1 første ledd bokstavene a, b, d, g, h, i, j, k og l, samt fradeling til slike tiltak (bokstav m), nærmere vassdraget enn det som framgår av tabellen nedenfor.",Lier
Hva er formålet med arealplanleggingen i kommuneplanen som nevnes i teksten?,"Formålet med arealplanleggingen i kommuneplanen er å regulere og styre arealbruk og utvikling i kommunen, blant annet ved å definere ulike arealformål som LNF-områder og områder for bebyggelse og anlegg.",Lier
Hvilken elv er oppført som nummer 14 på listen over geografiske steder i Lier?,Nordelva.,Lier
Hvilke vassdrag og bekker er nevnt i teksten?,"Sagelva, Sandakerelva, Skuggebekken, Snuskerudbekken, Sogna, Solbergdammen, Solbergelva, Solstadbekken, Sørumbekken, Ulvenvannet, Vefferstadbekken, Vellingbekken med Askbekken og Eriksrudbekken, Øksnebekken.",Lier
Hva er formålet med tiltakene nevnt i første punkt i dokumentet?,Tiltakene har hensikt å tilrettelegge for friluftsliv og allmenn ferdsel.,Lier
Hva tillater § 5-2 innenfor områder avsatt til bruk og vern av sjø og vassdrag samt LNF-formål?,§ 5-2 tillater vedlikehold og nyetablering av nødvendige mindre anlegg til navigasjonsmessig bruk på sjøen.,Lier
Hva er unntaket fra forbudet for etablering og utvidelse av kjøpesentre i Lierbyen og Amtmannsvingen – Åby?,Unntaket gjelder kjøpesentre med samlet bruksareal på inntil 3000 m².,Lier
Hva er kravet for nye bygninger med bruksareal (BRA) over 500 m² i henhold til informasjonen gitt?,Nye bygninger med bruksareal (BRA) over 500 m² må oppfylle kravene i plan- og bygningslovens 31-2 første ledd.,Lier
Hva kan utbygger gjøre for å få unntak fra tilknytningsplikten i henhold til konteksten?,"Utbygger kan dokumentere at andre løsninger har miljømessige, energimessige eller samfunnsøkonomiske fordeler, og kommunen kan etter begrunnet søknad gjøre helt eller delvis unntak fra tilknytningsplikten.",Lier
Hva er kravet angående tilknytning av bygninger til framtidig fjernvarmeanlegg innenfor området for Amtmannsvingen – Åby?,Bygninger som nevnt i første ledd skal forberedes for tilknytning til framtidig fjernvarmeanlegg.,Lier
Hva er kravet for tilknytningsplikt til offentlig avløpsledning for fritidsboliger i henhold til plan- og bygningsloven?,Fritidsbebyggelse skal tilknyttes offentlig avløpsledning når vilkårene i plan- og bygningsloven § 27-2 andre til fjerde ledd er oppfylt.,Lier
Hva er kravene til støy ved etablering av bygninger med støyfølsom bruk ifølge § 7-1 i dokumentet?,"Ved etablering av bygninger med støyfølsom bruk, ved etablering av ny støyende virksomhet og ved vesentlig utvidelse eller oppgradering av eksisterende støyende virksomhet skal følgende grenseverdier oppfylles. Det tillates ikke etablering av bygninger med støyfølsom bruk i rød støysone.",Lier
Hvilke typer bygninger kan tillates å etableres i en gul støysone ifølge konteksten?,"Det kan tillates etablering av nye boliger, sykehus, pleieinstitusjoner, fritidsboliger, skoler og barnehager, samt andre bygninger med støyfølsomme bruksformål som kontorer og overnattingssteder dersom krav til innendørs støynivå er tilfredsstilt.",Lier
Hvilken retningslinje skal legges til grunn for forståelsen av bestemmelsene ved arealplanlegging som gjelder oppføring av bygninger med støyfølsom bruk eller etablering av ny støyende virksomhet?,Miljøverndepartementets retningslinje T-1442/2016 ”Støy i arealplanlegging”.,Lier
Hva er kravet til plassering av tiltak i sikkerhetsklasse F3 i henhold til NVEs retningslinjer nr. 2/2011?,Tiltak i sikkerhetsklasse F3 skal plasseres minimum 30 cm høyere enn nivået for 1000-årsflom.,Lier
Hvilken type tiltak er unntatt fra bestemmelsene om flomutsatte områder i henhold til den gitte konteksten?,Tiltak som på grunn av sin funksjon må ligge i flomutsatte områder.,Lier
"Hva kreves det at det skal utarbeides ved utarbeidelse av reguleringsplan for utbygging til næringsformål og offentlig formål av enhver art, eller ved utbygging av tre eller flere boenheter?",Det kreves at det utarbeides en redegjørelse for valg av materialer og tekniske løsninger med tilhørende energi- og klimagassbudsjett.,Lier
Hva er formålet med å benytte kommunal mal for planer som omfatter anerkjente beregningsmetoder?,"Formålet er å sikre at planen inngår i alle plansaker som omfattes av første ledd, og danne grunnlaget for eventuelle utbyggingsavtaler.",Lier
Hva er formålet med å utarbeide en mobilitetsplan for reguleringsplaner ifølge den gitte informasjonen?,"Formålet med å utarbeide en mobilitetsplan for reguleringsplaner er å sikre at nødvendige tiltak for å begrense transportbehovet, fremme miljøvennlig transport og sikre trygg og hensiktsmessig varelevering, parkering og tilkomst for alle trafikantgrupper blir gjennomført i reguleringsplanen.",Lier
"Hva er formålet med å tilrettelegge infrastruktur, bygninger og uteområder for å begrense transportbehovet, fremme miljøvennlig transport og sikre trygg og hensiktsmessig varelevering?","Formålet er å skape et mer bærekraftig og effektivt transportsystem som tar hensyn til miljøet, trafikksikkerheten og tilgjengeligheten for alle trafikantgrupper.",Lier
Hva skal det utarbeides ved all reguleringsplanlegging i henhold til kontekstinformasjonen?,Ved all reguleringsplanlegging skal det utarbeides en plan for overvannshåndtering.,Lier
Hva er viktig å ta hensyn til når det gjelder bygninger og anlegg ved flomveier ifølge informasjonen gitt?,Bygninger og anlegg ved flomveier skal utformes slik at naturlige flomveier ivaretas.,Lier
Hvilke områder skal sikres mot flomskader ifølge informasjonen gitt?,"Omkringliggende arealer, som bygninger og annen infrastruktur, skal sikres mot flomskader.",Lier
Hva kreves dersom det blir gjort forsøk på å gjenåpne lukkede bekker i henhold til retningslinjene?,"Det kreves nødvendig dokumentasjon av eventuelle konsekvenser, samt en plan for gjennomføring av eventuelle avbøtende sikringstiltak for omkringliggende arealer, bygninger og annen infrastruktur.",Lier
Hva er kravet angående fare for kvikkleireskred i områder med løsmasser under marin grense i reguleringsplaner ifølge § 7-8 i dokumentet?,Fare for kvikkleireskred skal utredes og ivaretas i reguleringsplaner i områder med løsmasser under marin grense ifølge § 7-8 i dokumentet.,Lier
Hva er virkeområdet for kapittel 8 om skilt- og reklameinnretninger i dokumentet?,"Bestemmelsene gjelder alle skilt- og reklameinnretninger utendørs, inkludert de som er unntatt søknadspliktig etter plan- og bygningsloven. Skilt- og reklameinnretninger på kjøretøy, tilhengere m.m. som er langtidsparkert eller ikke i bruk, samt fartøy som er fortøyd omfattes også.",Lier
Hva er definisjonen av en skilt- og reklameinnretning i henhold til bestemmelsene i dokumentet?,En skilt- og reklameinnretning er en innretning som formidler eller er egnet til å formidle eller markedsføre et budskap.,Lier
Hva er forskjellen mellom et frittstående skilt og et løsfotskilt?,"Et frittstående skilt er plassert på en frittstående innretning som en stolpe, sokkel eller mast, mens et løsfotskilt er en skilt- og reklameinnretning som enkelt kan flyttes.",Lier
Hva er forskjellen mellom et uthengskilt og et lysskilt i henhold til konteksten?,"Et uthengskilt er en skilt- og reklameinnretning som er montert vertikalt ut fra bygningens fasade, mens et lysskilt er en skilt- og reklameinnretning som enten er belyst eller har integrert lys.",Lier
"Hva er kravet til skiltplan for alle næringseiendommer før tillatelse gis, i henhold til PBL § 11-9 nr. 5?","Det skal utarbeides en samlet skiltplan for alle næringseiendommer før tillatelse gis. Skiltplanen skal omfatte samtlige skilt- og reklameinnretninger på eiendommen, også eksisterende.",Lier
Hva er det viktig å ta hensyn til ved utforming av skilt- og reklameinnretninger i henhold til PBL § 11-9 nr. 5?,"Ved utforming av skilt- og reklameinnretninger skal det legges stor vekt på tilpasning til byggets arkitektur og det omkringliggende miljøet. Skilt- og reklameinnretninger skal være underordnet og tilpasset bygningens og nabobebyggelsens arkitektoniske utforming, proporsjoner, materialer og farger. Dominerende skilt- og reklameinnretninger tillates ikke, og de skal ikke være eller virke sammenhengende over hele eller store deler av fasaden.",Lier
"Hva er hovedprinsippet som skal følges når det gjelder skilt og lignende innretninger i forhold til bygningers historiske, arkitektoniske eller kulturelle verdi?","Skilt og lignende innretninger skal være underordnet hensynet til bygningers historiske, arkitektoniske eller kulturelle verdi når det gjelder grafisk utforming, materialbruk, utførelse og farger.",Lier
Hva skal det legges vekt på ved vurderingen etter bestemmelsen nevnt i teksten?,Det skal legges vekt på om tiltaket gjelder skilt- eller reklameinnretning.,Lier
Hva er begrensningen for plassering av skilt- og reklameinnretninger i forhold til bygningens hovedgesims ifølge kontekstinformasjonen?,Plassering over bygningens hovedgesims er ikke tillatt.,Lier
"Hva er maksimal tillatt høyde for tall, symboler, figurer og lignende på skilt- og reklameinnretninger, hvis fasadehøyden er over 15 meter?","Elementer i skiltet kan tillates på inntil 2,0 meter når fasadehøyden er over 15 meter.",Lier
"Hva er maksimal høyde tillatt for skiltelementer på Harlem, Gjellebekk KID Cater i henhold til informasjonen gitt?","Maksimal høyde tillatt for skiltelementer på Harlem, Gjellebekk KID Cater er 2,15 meter.",Lier
"Hva er regelen angående skilt- og reklameinnretninger med blinkende, skiftende eller pulserende lys eller farge i henhold til informasjonen gitt?","Skilt- og reklameinnretninger med blinkende, skiftende eller pulserende lys eller farge tillates ikke. Med skiftende lys og farge menes innretninger hvor dette endres oftere enn en gang i døgnet.",Lier
Hva kreves for å kunne godkjenne frittstående skilt- og reklameinnretninger i henhold til § 8-8 i dokumentet?,"Frittstående skilt- og reklameinnretninger kan kun godkjennes i begrenset omfang, og krever utarbeidelse av en helhetlig skiltplan for området.",Lier
Hva er begrensningen for antall reklameinnretninger som kan oppføres per virksomhet på en eiendom ifølge §8-11 i dokumentet?,Maksimalt to reklameinnretninger per virksomhet på den enkelte eiendom.,Lier
Hva er kravet for etablering av ny bebyggelse langs vann og vassdrag i henhold til § 9-1 i dokumentet?,"Det tillates ikke etablering av ny bebyggelse langs vann og vassdrag lavere enn nivået for en 200 årsflom, med mindre det utføres tiltak som sikrer ny bebyggelse mot flom.",Lier
Hva er kravet til dokumentasjon og vurderinger angående fare for kvikkleireskred og steinsprang i forbindelse med utarbeidelse av reguleringsplaner og tiltak etter PBL?,Det skal dokumenteres tilfredsstillende sikkerhet i forhold til fare for kvikkleireskred og steinsprang. Vurderinger og dokumentasjon skal utføres av geoteknisk fagkyndig og være i henhold til NVEs retningslinjer.,Lier
Hva er begrensningene for bygge- og anleggstiltak innenfor hensynssonen H 190 i forhold til eksisterende tunneltrasé for jernbane?,"Innenfor hensynssonen H 190 tillates ikke bygge- og anleggstiltak som kan påvirke tunnelen uten tillatelse fra berørt samferdselsmyndighet. Dette gjelder alle tiltak som innebærer betydelige inngrep i grunnen. Ved tunnelåpninger for jernbane innenfor hensynssone H 190, skal det ikke igangsettes tiltak nærmere enn 30 meter fra midt nærmeste jernbanespor før uttalelse fra berørt samferdselsmyndighet foreligger.",Lier
