spørsmål,svar,kommunenavn
Hvorfor ble 4 tomter tatt ut under 1. gangs behandling av planen?,Fire tomter ble tatt ut under 1. gangs behandling av planen på grunn av bestemte årsaker som ble vurdert av planleggingsmyndighetene.,Brandhaugen
"Hva er fristen for å så til og beplante sår i terrenget etter byggetiltak, veier, ledninger osv. i henhold til planbestemmelsene?","Sår i terrenget som følge av byggetiltak, veier, ledninger m. v. skal sås til og beplantes med stedegen vegetasjon innen 1 år etter at tiltaket er gjennomført.",Brandhaugen
Hva er det gjennomsnittlige støynivået som ikke skal overstige 60 dB i tidsrommet 07.00 - 19.00 i det regulerte området?,Det gjennomsnittlige støynivået i tidsrommet 07.00 - 19.00 skal ikke overstige 60 dB i det regulerte området.,Brandhaugen
Hva kreves for å få tillatelse til hogst av skog i kommunen?,All hogst av skog krever forhåndsgodkjenning av kommunen.,Brandhaugen
Hva er reglene for fjerning av vegetasjon og trær i forbindelse med bygging av bygninger og anlegg i kommunen?,"Det tillates kun fjerning av vegetasjon og trær som er nødvendig for plassering av bygninger og anlegg av atkomstveg og ledninger, eller hvor øvrige bestemmelser åpner for dette.",Brandhaugen
Hvor mange fritidsboliger tillates oppført per tomt i området ifølge planbestemmelsene?,Innenfor området tillates oppført 1 fritidsbolig per tomt.,Brandhaugen
Hva er maksimal gesimshøyde for bygninger med to motstående takflater i kommunen?,"Maksimal gesimshøyde for bygninger med to motstående takflater i kommunen skal ikke overstige 6,0 meter over gjennomsnittlig, ferdig planert terreng.",Brandhaugen
Hva er den maksimale tillatte BYA for frittliggende fritidsbebyggelse i området?,Maksimal tillatt BYA for frittliggende fritidsbebyggelse i området er 30 %.,Brandhaugen
Hva er kravet til antall parkeringsplasser som skal opparbeides på hver tomt i området?,"Det skal opparbeides minimum 1 parkeringsplass på hver tomt, med unntak av tomter uten kjøreadkomst. For tomter med gangadkomst skal det avsettes areal til minst 1 parkeringsplass per tomt på P1.",Brandhaugen
Hva er retningslinjene for farger på fasader i planbestemmelsene?,På fasader skal det kun benyttes middels til mørke jordfarger som harmonerer med omgivelsene.,Brandhaugen
Hva er de tillatte takmaterialene for bygninger i kommunen?,Bygninger i kommunen skal ha taktekking av skifer eller torv.,Brandhaugen
Hva er den maksimale tillatte summen av bebygd og inngjerdet areal i forhold til tomtearealet i henhold til planbestemmelsene?,Ifølge planbestemmelsene tillates en sum av bebygd og inngjerdet areal på maksimalt 40 % av tomtearealet.,Brandhaugen
"Hva tillates innenfor området for ""Annet uteoppholdsareal (AU1)"" i planområdet?","Innenfor området for ""Annet uteoppholdsareal (AU1)"" tillates enkel tilrettelegging med eksempelvis bord, benker og grillplass mv.",Brandhaugen
Hva er formålet med den vedtatte detaljreguleringsplanen for Brandhaugan II hytteområde?,"Formålet med den vedtatte detaljreguleringsplanen for Brandhaugan II hytteområde er å gi atkomst til eksisterende/ny bebyggelse i området, samt å regulere parkering og annen veggrunn.",Brandhaugen
"Hva er formålet med arealformålet ""Gangveg GA1"" i planområdet?","Arealformålet ""Gangveg GA1"" gir atkomst til tomtene H2 – H5, samt tomt 191/62 i planområdet.",Brandhaugen
Hva er formålet med landbruksområdet i planbestemmelsene?,"Formålet med landbruksområdet i planbestemmelsene er å tillate bare oppføring av bygninger, anlegg og konstruksjoner som er ledd i opprettholdelse og videreføring av landbruksvirksomheten.",Brandhaugen
"Hva betyr det at vegetasjonen må holdes nede i sikringssonen frisikt, og hvem er ansvarlig for å utføre dette?","I sikringssonen frisikt må all vegetasjon holdes nede (maks 0,5 m høyde), og det er grunneierens ansvar å sørge for dette i områder som er markert som frisiktsoner på plankartet.",Brandhaugen
Hva betyr det at det er angitt særlige hensyn i planen for Brandhaugan II hytteområde?,Det betyr at det er spesifikke restriksjoner og krav som må følges når det gjelder bevaring av naturmiljø og kulturminner i området.,Brandhaugen
Hva må gjøres før det kan gis midlertidig brukstillatelse eller ferdigattest på oppførte fritidsboliger i området?,"Teknisk infrastruktur som gangveg/kjøreveg, vann- og avløp, må være opparbeidet før det kan gis midlertidig brukstillatelse eller ferdigattest på oppførte fritidsboliger i området.",Brandhaugen
Hva må være på plass før det kan gis brukstillatelse for fritidsbolig på H1?,Før det kan gis brukstillatelse for fritidsbolig på H1 skal det foreligge godkjent løsning for utslipp av avløpsvann.,Brandhaugen
Hvilken adresse tilhører Siv. Agric. Ola Fjøsne ifølge dokumentet?,"Siv. Agric. Ola Fjøsne tilhører Dovrevegen 297, 7340 Oppdal.",Brandhaugen
Hva er formålet med reguleringen av adkomstvegen til Prestmoen skytebaneanlegg?,Reguleringen skal legge til rette for uttak av masser med tilhørende infrastruktur.,Saltdal
Hva reguleres området til i henhold til plan- og bygningsloven?,"Området reguleres til samferdselsanlegg og teknisk infrastruktur, samt landbruks-, natur- og friluftsformål.",Saltdal
Hva skjer dersom det oppdages gjenstander eller spor under anleggsarbeidet i området?,Arbeidet skal stanses omgående og beskjed skal gis til Sametinget og Nordland fylkeskommune i samsvar med kulturminneloven.,Saltdal
"Hva er tillatt høyde for sikthindrende vegetasjon, gjerder, murer eller andre synshindre i frisiktområdene i henhold til planen?","I frisiktområdene skal det ikke være sikthindrende vegetasjon, gjerder, murer eller andre synshindre med en høyde på over 0,5 meter eller tilstøtende vegers nivå. Enkeltstående trær, stolper eller lignende kan tillates.",Saltdal
Hva er kravet til geoteknisk vurdering før oppstart av et tiltak i kommunen?,Før oppstart av tiltak skal det gjennomføres en geoteknisk vurdering av tiltaket.,Saltdal
Hva er den siste revisjonsdatoen for reguleringsplanen?,Den siste revisjonsdatoen for reguleringsplanen er ikke oppgitt i dokumentet.,Ostre_toten
Hva er hensikten med å bruke undernummerering ned til tre nivåer i planbestemmelsene?,Hensikten med å bruke undernummerering ned til tre nivåer i planbestemmelsene er å kunne rangere viktig informasjon tidlig i den enkelte plan.,Ostre_toten
Hva er hovedhensikten med planen som er beskrevet i dokumentet?,Hovedhensikten med planen bør formuleres slik at den er til støtte i vurderinger av søknader om dispensasjon eller forslag til endring av planen.,Ostre_toten
Hva er noen av funksjons- og kvalitetskravene som gjelder for hele planområdet ifølge dokumentet?,"Noen av funksjons- og kvalitetskravene som gjelder for hele planområdet inkluderer universell utforming, estetisk utforming, terrengbehandling og overvannshåndtering.",Ostre_toten
Hva er noen av funksjons- og kvalitetskravene som gjelder for hele planområdet ifølge dokumentet?,"Noen av funksjons- og kvalitetskravene som gjelder for hele planområdet inkluderer universell utforming, estetisk utforming, terrengbehandling og overvannshåndtering.",Ostre_toten
Hva er kravene knyttet til samfunnssikkerhet i reguleringsplanen?,Kravene knyttet til samfunnssikkerhet i reguleringsplanen omfatter blant annet håndtering av flom og skred/ras.,Ostre_toten
Hvilke krav gjelder for vannbåren varme og fjernvarme i reguleringsplanen?,Reguleringsplanen stiller krav til vannbåren varme og fjernvarme i henhold til bestemmelsene i § 12-7 nr. 8.,Ostre_toten
Hva er formålet med kravet om undersøkelser før/ved gjennomføring av planen?,"Kravet om undersøkelser før/ved gjennomføring av planen, i henhold til § 12-7 nr. 12, har som formål å sikre nødvendig informasjon og dokumentasjon før gjennomføringen av planen.",Ostre_toten
Hvilke tekniske anlegg omfattes av bestemmelsene i reguleringsplanen?,"Reguleringsplanen omfatter bestemmelser knyttet til tekniske anlegg i henhold til § 12-7 nr. 7, 8 og 9.",Ostre_toten
Hva er kravene til uteoppholdsareal i reguleringsplanen?,Reguleringsplanen stiller krav til uteoppholdsareal i henhold til bestemmelsene i § 12-7 nr. 1 og 2.,Ostre_toten
Hva er formålet med detaljregulering i henhold til §12-7 nr. 11 i dokumentet?,Formålet med detaljregulering er å fastsette krav til bestemte områder i planen som krever spesifikke reguleringer utover fellesbestemmelsene for hele planområdet.,Ostre_toten
Hva er noen av funksjons- og kvalitetskravene som gjelder for bebyggelse og anlegg i kommunen?,"Noen av funksjons- og kvalitetskravene som gjelder for bebyggelse og anlegg i kommunen inkluderer krav til uteoppholdsareal, lekeplasser, parkering, sykkelparkering og renovasjon.",Ostre_toten
Hva er noen av kravene til utforming som må følges i reguleringsplanen for <navn på planen> PlanID <XXXXXXX>?,"Noen av kravene til utforming som må følges inkluderer type bebyggelse, grad av utnytting, plassering, byggehøyder, takform og/eller møneretning, materialbruk og andre krav om utforming.",Ostre_toten
Hva er noen av kvalitetskravene som gjelder for adkomst og tilgjengelighet i byggeområdene?,"Noen av kvalitetskravene som gjelder for adkomst og tilgjengelighet i byggeområdene inkluderer hensyn til eksisterende vegetasjon og terreng, samt tilgjengelighet for beboerne.",Ostre_toten
Hvilke faktorer blir vurdert når det gjelder boligkvalitet i byggeområdene?,"Faktorer som tetthet, antall og boligsammensetning/størrelse, samt tilgjengelighet, blir vurdert når det gjelder boligkvalitet i byggeområdene.",Ostre_toten
"Hvilke andre forhold kan være spesielt viktige for byggeområdene når det gjelder byggegrenser, miljøkvalitet, samfunnssikkerhet og verneverdier?","Andre forhold som kan være spesielt viktige for byggeområdene inkluderer byggegrenser, miljøkvalitet, samfunnssikkerhet og verneverdier. Disse aspektene er viktige for å sikre en bærekraftig og trygg utvikling av områdene.",Ostre_toten
Hvilke juridiske linjer kan være relevant å vurdere i forbindelse med byggeprosjekter i kommunen?,"Eksempler på juridiske linjer som kan være relevante å vurdere i forbindelse med byggeprosjekter i kommunen inkluderer støyskjerm, støttemur og sikringsgjerde.",Ostre_toten
Hvilke bestemmelser gjelder for samferdselsanlegg og teknisk infrastruktur i kommunen?,Bestemmelser som gjelder særskilt for alle områder for samferdselsanlegg og teknisk infrastruktur kan eksempelvis omfatte krav til opparbeidingen.,Ostre_toten
Hva er kravene til stigningsforhold og type dekke i plan- og bygningsloven?,Kravene til stigningsforhold og type dekke er regulert i plan- og bygningsloven § 12-7 nr. 4.,Ostre_toten
Hvilke dokumentasjonskrav er nødvendige i henhold til plan- og bygningsloven?,Dokumentasjonskravene er regulert i plan- og bygningsloven § 12-7 nr. 12.,Ostre_toten
Hva er formålet med juridiske linjer i planleggingen?,"Juridiske linjer i planleggingen, regulert i plan- og bygningsloven § 12-7 nr. 1 og 4, har som formål å sikre blant annet bygningers plassering og utforming i henhold til reguleringsplanen.",Ostre_toten
Hva er noen av kravene og vilkårene til opparbeiding av grønnstruktur i kommunen?,"Noen av kravene og vilkårene til opparbeiding av grønnstruktur i kommunen kan omfatte utforming, arealbruk, funksjons- og kvalitetskrav, samt dokumentasjonskrav som for eksempel krav om en landskapsplan.",Ostre_toten
Hva er noen eksempler på fellesbestemmelser som gjelder for forsvarsområder i kommunen?,"Fellesbestemmelser for forsvarsområder kan omfatte lokalisering og utforming av bygg og anlegg, unntak fra søknadsplikt etter plan- og bygningsloven, vilkår for bruk av arealer og anlegg, samt funksjons- og kvalitetskrav som beredskap, sikkerhet og miljøtiltak.",Ostre_toten
"Hva kan retningslinjene for særlige drifts- og skjøtselstiltak omfatte i landbruks-, natur- og friluftsområder samt reindriftsområder?","Retningslinjene for særlige drifts- og skjøtselstiltak i landbruks-, natur- og friluftsområder samt reindriftsområder kan eksempelvis omfatte ulike vilkår og krav for hvordan arealene skal brukes og vedlikeholdes.",Ostre_toten
Hva er noen av bestemmelsene som gjelder for lokalisering og utforming av bebyggelse og anlegg til landbruk og reindrift i kommunen?,"Noen av bestemmelsene som gjelder for lokalisering og utforming av bebyggelse og anlegg til landbruk og reindrift i kommunen kan omfatte nydyrking, bestemmelser om arealbruk, plassering, grad av utnytting og vilkår for bebyggelse i områder for spredt utbygging av boliger, fritidsboliger og næringsvirksomhet innenfor LNFR-formål.",Ostre_toten
Hva kan fellesbestemmelsene for bruk og vern av sjø og vassdrag omfatte i reguleringsplanen?,"Fellesbestemmelsene for bruk og vern av sjø og vassdrag i reguleringsplanen kan eksempelvis omfatte utforming og vilkår for bruk av arealer, retningslinjer for særlige drifts- og skjøtselstiltak, samt kombinerte hovedformål.",Ostre_toten
"Hva er formålet med hensynssonene i planen, og hvilke typer soner er inkludert?","Hensynssonene i planen har som formål å ivareta sikkerhet, avverge fare og spesifikke krav til infrastruktur. De inkluderer sikrings-, støy- og faresoner samt særlige krav til infrastruktur.",Ostre_toten
Hva er formålet med å båndlegge områder i påvente av vedtak?,Formålet med å båndlegge områder i påvente av vedtak er å innføre rådighetsbegrensninger som gjelder inntil forvaltningsvedtak er gjort.,Ostre_toten
Hva innebærer kravet om felles planlegging i områderegulering?,Kravet om felles planlegging i områderegulering innebærer at området skal planlegges samlet.,Ostre_toten
Hvilke bestemmelser bør gi nødvendige bestemmelser til planens bestemmelsesområder?,Bestemmelser til bestemmelsesområder bør gi nødvendige bestemmelser slik at områdene får et rettslig innhold.,Ostre_toten
Hva er formålet med bestemmelsene og retningslinjene som er knyttet til et avgrenset område i planen?,Formålet med bestemmelsene og retningslinjene er å regulere utviklingen av området og sikre at eventuelle endringer skjer i samsvar med planens intensjoner og mål.,Ostre_toten
"Hva innebærer ""rekkefølge i tid"" når det gjelder planbestemmelser og planreguleringer i kommunen?","""Rekkefølge i tid"" gjelder typisk hvilke utbyggingsområder som skal bygges ut i hvilken rekkefølge, og kan for eksempel angi hvilke rekkefølgebestemmelser som gjelder for hvilke felt for å gi god oversikt over rekkefølgebestemmelser i omfattende planer.",Ostre_toten
Hva er hensikten med å bruke en matrise for å angi rekkefølgebestemmelser i omfattende planer?,Hensikten med å bruke en matrise er å gi god oversikt over hvilke rekkefølgebestemmelser som gjelder for hvilke felt i planen.,Ostre_toten
Hvilke dokumenter kan få juridisk virkning gjennom henvisning i planbestemmelsene?,"Dokumenter som kan få juridisk virkning gjennom henvisning i planbestemmelsene inkluderer illustrasjonsplaner, geotekniske rapporter osv., som listes opp med navn, dato og eventuelt rapportnummer.",Ostre_toten
Hva er PlanID for reguleringsplanen for <navn på planen>?,PlanID for reguleringsplanen er <XXXXXXX>.,Ostre_toten
Hva er virkeområdet for kommuneplanens arealdel for Lier kommune 2019-2028?,Virkeområdet for kommuneplanens arealdel for Lier kommune 2019-2028 gjelder for hele kommunen og ble vedtatt av kommunestyret på en bestemt dato.,Lier
Hva er forskjellen mellom regulerings- og bebyggelsesplaner og kommuneplanens arealdel med bestemmelser?,"Regulerings- og bebyggelsesplaner med bestemmelser går ved motstrid foran kommuneplanens arealdel med bestemmelser, med unntak som framgår av enkeltbestemmelsene i kommuneplanens arealdel. Kommuneplanens arealdel med bestemmelser skal fullt ut gjelde foran visse reguleringsplaner.",Lier
"Hva er vedtaksåret for bebyggelsesplanen for Gilhus, felt I1?","Vedtaksåret for bebyggelsesplanen for Gilhus, felt I1, er 1987.",Lier
"Hva er vedtaksåret for bebyggelsesplanen for Gilhus, felt I1?","Vedtaksåret for bebyggelsesplanen for Gilhus, felt I1, er 1987.",Lier
Hva er vedtaksåret for planen knyttet til Grette?,Vedtaksåret for planen knyttet til Grette er 1959.,Lier
Hva er vedtaksåret for planen knyttet til Grette?,Vedtaksåret for planen knyttet til Grette er 1959.,Lier
Hva er vedtaksåret for landbruksreguleringen for Høvik - Stoppen?,Vedtaksåret for landbruksreguleringen for Høvik - Stoppen er 1981.,Lier
Hva er vedtaksåret for planen som omhandler Lier stadion?,Vedtaksåret for planen som omhandler Lier stadion er 1966.,Lier
Hva er vedtaksåret for Lier stadion?,Vedtaksåret for Lier stadion er 1966.,Lier
Hva er vedtaksåret for Torstad barnehage på Egge?,Vedtaksåret for Torstad barnehage på Egge er 2009.,Lier
Hva er definisjonen av enebolig med sekundærleilighet i planbestemmelsene for kommunen?,"En enebolig med sekundærleilighet er en frittliggende bygning som er beregnet på en husstand, men som også inneholder en del som kan benyttes som en selvstendig enhet med alle nødvendige romfunksjoner.",Lier
Hva er definisjonen av en sekundærleilighet i planbestemmelsene?,En sekundærleilighet er en mindre del av en bolig som kan benyttes som en selvstendig enhet med alle nødvendige romfunksjoner.,Lier
Hva er definisjonen av småhus i plan- og bygningsloven?,Småhus er en fellesbetegnelse på frittliggende og sammenbygde bolighus med inntil tre målbare plan der bygningens høyde faller innenfor høydene som er angitt i plan- og bygningslovens § 29-4.,Lier
"Hva er definisjonen av ""kjøpesenter"" i planbestemmelsene for kommunen?","Et kjøpesenter refererer til detaljhandel i bygningsmessige enheter og bygningskomplekser som etableres, drives eller framstår som en enhet samt utsalg som krever kunde- eller medlemskort for å få adgang.",Lier
Hva regnes som bygninger med støyfølsom bruk i kommunen?,"Bygninger med støyfølsom bruk i kommunen inkluderer bolig, skole, barnehage, helseinstitusjon, fritidsbolig, kirke, kulturbygg og andre bygninger med tilsvarende bruksformål.",Lier
"Hva er definisjonen av ""Boligeiendom"" i planbestemmelsene for Lier kommune?","Boligeiendom defineres som en eiendom bebygd med bolig, uavhengig av gjeldende planformål.",Lier
Hva gjelder Del 2 av planbestemmelsene for i Lier kommune?,"Del 2 gjelder for samtlige områder innenfor kommuneplanens arealdel, uavhengig av planformål.",Lier
Hva er den maksimale tillatte utnyttelsesgraden på boligeiendommer i henhold til planbestemmelsene?,Den maksimale tillatte utnyttelsesgraden på boligeiendommer er 25% BYA (prosent bebygd areal).,Lier
Hva er maksimal gesimshøyde og mønehøyde tillatt for bolighus på boligeiendommer i kommunen?,"Maksimal gesimshøyde for bolighus på boligeiendommer i kommunen er 8,0 meter, og maksimal mønehøyde er 9,0 meter, begge målt fra planert terrengs gjennomsnittsnivå rundt bygningen.",Lier
Hva er forskjellen mellom planer regulert kun med etasjeantall og planer regulert med både etasjeantall og gesims-/mønehøyde?,"For planer regulert kun med etasjeantall gjelder etasjebestemmelsen for høydefastsettelsen, mens for planer regulert med både etasjeantall og gesims-/mønehøyde, skal kun gesims- og mønehøydene i regulerings-/bebyggelsesplanen legges til grunn for høydefastsettelsen.",Lier
"Hva er høydebegrensningene for pulttak i området, og hvordan påvirker eldre regulerings- og bebyggelsesplaner disse begrensningene?","Ved oppføring av pulttak kan øverste gesims være opptil maksimal mønehøyde for området, under forutsetning av at laveste gesims ikke overstiger maksimal gesimshøyde for området. Denne bestemmelsen gjelder foran eldre regulerings- og bebyggelsesplaner som ikke har egne høydebestemmelser for pulttak.",Lier
Hva er kravet til antall parkeringsplasser for boliger i Lierbyen og resten av kommunen?,"Kravet til antall parkeringsplasser for boliger i Lierbyen og resten av kommunen varierer basert på boligkategorien, og det skal avsettes og opparbeides parkeringsplasser for bil på egen eiendom i samsvar med tabellen som er oppgitt i dokumentet.",Lier
Hva er minimum antall boenheter som kreves for ulike typer bygninger i kommunen?,"Minimum antall boenheter kreves for ulike typer bygninger i kommunen er 1, 1, 1, 1, 1, 1, 1, 1, 1,5, 2, 1, 1, 1, 1,5, 3, 2.",Lier
Hvor mange parkeringsplasser skal være tilgjengelig som besøksparkering i Lierbyen?,Minimum 20 % av parkeringsplassene (minst 1 plass) skal være tilgjengelig som besøksparkering på terreng eller i åpent parkeringsanlegg i Lierbyen.,Lier
Hva er kravet for antall parkeringsplasser som må tilpasses forflytningshemmede ved felles parkeringsanlegg?,Minimum 5 % av parkeringsplassene (minst 1) må være tilpasset forflytningshemmede ved felles parkeringsanlegg.,Lier
Hva er kravet til antall parkeringsplasser for kontorlokaler i kommunen?,Minst én parkeringsplass per 100 m2 bruttoareal (BRA) for kontorlokaler i kommunen.,Lier
Hvor mange ansatte må være til stede i en barnehage ifølge planbestemmelsene?,Ifølge planbestemmelsene må det være minimum 1 ansatt til stede i en barnehage.,Lier
Hva er kravet til antall sengeplasser/behandlingsplasser i en institusjon i henhold til planbestemmelsene?,"I henhold til planbestemmelsene må en institusjon ha minimum 0,3 sengeplasser/behandlingsplasser.",Lier
Hvor stor skal et forsamlingslokale være i henhold til planbestemmelsene?,Et forsamlingslokale skal være stort nok til å kunne romme et visst antall gjesteplasser i henhold til planbestemmelsene.,Lier
Hva er kravene for parkeringsanlegg i reguleringsplanen i kommunen?,I reguleringsplanen skal det stilles krav om at det tilrettelegges for ladestasjon for el-bil for felles parkeringsanlegg.,Lier
Hva er kravene til sykkelparkering for eneboliger og tomannsboliger i Lier kommune?,For eneboliger og tomannsboliger i Lier kommune er det ikke krav til oppstillingsplasser for sykkel.,Lier
Hvor mange gjesterom er tillatt for hotell/overnatting i planbestemmelsene?,Planbestemmelsene tillater 2 gjesterom for hotell/overnatting.,Lier
Hvor mange ansatte er tillatt for en barnehage i planbestemmelsene?,"Planbestemmelsene tillater 0,5 ansatte for en barnehage.",Lier
Hva er den tillatte størrelsen på en sykkelparkering for annen privat og offentlig tjenesteyting?,Den tillatte størrelsen på en sykkelparkering for annen privat og offentlig tjenesteyting er 100m2 BRA.,Lier
Hvor bør sykkelparkeringen plasseres i forhold til bebyggelsen?,"Sykkelparkeringen bør plasseres slik at gangavstanden fra bebyggelsen er kortere enn avstanden til parkeringsanlegget for biler, eller alternativt ved bygningens hovedinngang.",Lier
Hva er kravene til sykkelparkering for boliger med mer enn fire boenheter i kommunen?,Boliger med mer enn fire boenheter skal ha tyverisikker sykkelparkering.,Lier
Hvilket krav gjelder for etablering av garderobetilbud i nye bygninger for mer enn 20 ansatte i kommunen?,"Ved oppføring av nye bygninger for mer enn 20 ansatte, skal det etableres garderobetilbud i tilknytning til sykkelparkering.",Lier
Hva kreves det av en redegjørelse i forhold til estetiske sider i plan- og byggesaker i kommunen?,"I alle plan- og byggesaker skal det inngå en redegjørelse for og en vurdering av tiltakets estetiske sider, både i forhold til seg selv, omgivelsene og fjernvirkning. Der tiltaket vil få fjernvirkning eller lokaliseres som landemerke, skal dette omtales særskilt i redegjørelsen.",Lier
Hva er det som skal vektlegges ved behandlingen av plan- og byggesaker i Lier?,"Ved behandlingen av plan- og byggesaker i Lier skal det legges avgjørende vekt på bevaring av Liers grønne preg, med spesiell oppmerksomhet på å ivareta kulturlandskapet, de grønne åssidene utenom strekningen Gullaug – Nordal vest for markagrensa, åsprofiler og landskapssilhuetter.",Lier
Hva er kravene til estetiske tiltak ved planlegging og bygging av samferdselstiltak i kommunen?,"Ved planlegging og bygging av samferdselstiltak i kommunen skal det stilles krav til og redegjøres for estetiske tiltak, inkludert påkrevde støydempende tiltak.",Lier
Hva er kravet til minste uteoppholdsareal for boliger i kommunen?,"Kravet til minste uteoppholdsareal for boliger varierer avhengig av boligkategorien, og det skal minimum avsettes og opparbeides uteoppholdsareal for boliger på egen eiendom i samsvar med spesifikasjonene gitt i dokumentet.",Lier
Hva er den maksimale tillatte boenheten størrelsen for småhus i kommunen?,Den maksimale tillatte boenheten størrelsen for småhus i kommunen er 150 m2 BRA.,Lier
Hva er de minimumskravene som må oppfylles for uteoppholdsareal i henhold til plan- og bygningsloven?,"Uteoppholdsareal må være egnet til formålet og ha sollys på minst 25 % av arealet klokka 15.00 ved vårjevndøgn, samt ikke være brattere enn 1:3 med mulighet for aksept av brattere terreng med særskilte kvaliteter.",Lier
Hva er den maksimale tillatte støynivået i området ifølge planbestemmelsene?,Støynivået skal ikke overstige Lden 55 dBA.,Lier
Hva er minimumskravet for fellesareal på terreng for uteoppholdsareal i boliger med mer enn tre enheter?,"Minimum 50 % av kravet for uteoppholdsareal skal være fellesareal på terreng, med unntak for enebolig, tomannsbolig og tremannsbolig.",Lier
Hva er de generelle kravene til lekeplasser i kommunen når det gjelder sollys og terreng?,"Generelle krav til lekeplasser i kommunen inkluderer at det skal være sollys på 25 % av arealet klokka 15.00 ved vårjevndøgn, og at arealet ikke skal være brattere enn 1:3, med mulighet for brattere terreng hvis det har særskilte kvaliteter som for eksempel akebakke.",Lier
Hva er den maksimale tillatte støynivået på lekeplassene i kommunen ifølge planbestemmelsene?,Støynivået på lekeplassene skal ikke overstige Lden 55 dBA.,Lier
Hva er kravene til belysning og skjerming av lekeplasser i kommunen?,"Lekeplasser skal være tilfredsstillende belyst og skjermes mot vei med vegetasjon, terrengmessige tiltak eller på andre hensiktsmessige måter.",Lier
Hva er kravene til tilgjengelige arealer for lek og opphold for barn i ulike aldre i kommunen?,"I kommunen skal det være tilgjengelige arealer for lek og opphold for barn i ulike aldre, og arealene skal gi mulighet for samhandling mellom barn, unge og voksne. Lekeplassen skal også fungere som sosiale møteplasser.",Lier
Hva er kravene til opparbeidelse av lekeplasser ved oppføring av fire eller flere boenheter i kommunen?,Ved oppføring av fire eller flere boenheter skal lekeplasser opparbeides før det gis midlertidig brukstillatelse eller ferdigattest. Lekeplassene skal være opparbeidet senest første sommer (i løpet av september) etter at midlertidig brukstillatelse er gitt for første bolig i tilliggende utbyggingsområde.,Lier
Hvor stort lekeareal skal det avsettes og opparbeides ved etablering av boliger med 150 boenheter eller flere?,Det skal avsettes og opparbeides 5 * 150 m2 lekeareal ved etablering av boliger med 150 boenheter eller flere.,Lier
Hva er kravene til opparbeidelse av sandlekeplass for barn mellom 2 og 6 år ved oppføring av fire eller flere boenheter?,"Ved oppføring av fire eller flere boenheter skal det opparbeides sandlekeplass beregnet for barn mellom 2 og 6 år innenfor formålet for boligbebyggelse. Sandlekeplassen skal legge til rette for lek med sand og andre elementer, løping, klatring, sykling osv.",Lier
Hva er kravene til avstand fra sandlekeplassen til inngangen til boligene i kommunen?,Avstanden skal ikke være lengre enn 50 meter fra inngangen til boligene.,Lier
Hva er minimumsstørrelsen for lekeplasser i boligfelt i kommunen?,Ingen av lekeplassene skal være mindre enn 100 m2.,Lier
Hva er de generelle utformingspunktene for lekeplasser i kommunen?,"Lekeplassen skal legge til rette for variert aktivitet for barn på ulike nivåer, være en arena for barns lek alene eller i samhandling med andre, og ha steder tilrettelagt både for fysisk aktivitet og stillesittende aktivitet.",Lier
Hva er maksimal tillatt avstand fra boligene for etablering av nærlekeplasser i kommunen?,Avstanden skal ikke være lengre enn 150 meter fra boligene.,Lier
Hva er kravene til strøkslekeplass ved etablering av flere enn 150 boenheter i kommunen?,"Ved etablering av flere enn 150 boenheter i kommunen, skal det i tillegg til sandlekeplass, nærlekeplass og uteoppholdsareal, opparbeides en strøkslekeplass beregnet for større barn fra 10 år og oppover.",Lier
Hva er de minimumskravene som må oppfylles for etablering av lekeplasser i kommunen?,"Minimumskravene som må oppfylles for etablering av lekeplasser i kommunen inkluderer å legge til rette for variert aktivitet for større barn og ungdom på ulike nivåer, ha steder tilrettelagt for både fysisk aktivitet og stillesittende aktivitet, samt følge punktene for generell utforming av lekeplasser i § 4-1.",Lier
"Hva er minimumskravet til andelen av strøkslekeplassen som skal bestå av en jevn, hard flate egnet for ballspill?","Minimum 50 % av arealet skal bestå av en jevn, hard flate egnet for ballspill med maksimal stigning på 1-2 %.",Lier
Hva er minimumskravene for bolignære rekreasjonsområder i nye boligområder ifølge planbestemmelsene?,"Bolignære rekreasjonsområder i nye boligområder skal ha tilgang på minimum 5 daa innenfor en avstand på 500 meter, med hovedatkomst langs gang- og sykkelvei, fortau eller en lite trafikkert vei. Det bør også være atkomst langs sti i grøntdrag, og det skal ikke være nødvendig å krysse vei med ÅDT større enn 2000 for å nå arealene.",Lier
Hva er kravene til forurensning og sikkerhet for et område i henhold til planbestemmelsene i Lier kommune?,"Arealet skal ikke utsettes for forurensning som overskrider terskelverdier gitt ved forskrifter og veiledninger for forurensning. I tillegg skal det være sikret mot direkte innsyn, trafikk og annen helsefare.",Lier
Hva er kravene til belysning ved inngangspartier og opparbeidete møteplasser i planbestemmelsene?,I henhold til planbestemmelsene skal det være belysning ved inngangspartier og opparbeidete møteplasser.,Lier
Hva er de konkrete tiltakene som er forbudt langs vassdrag med årssikker vannføring i henhold til plan- og bygningsloven?,"Tiltak som er nevnt i plan- og bygningsloven § 20-1 første ledd bokstavene a, b, d, g, h, i, j, k og l, samt fradeling til slike tiltak (bokstav m) er forbudt langs vassdrag med årssikker vannføring. Forbudet gjelder også tiltak i tilknytning til landbruket.",Lier
